date,usd,int,eur
2001/04/25,8.0893,12,7.2124
2001/04/24,8.1506,12,7.3209
2001/04/23,8.1773,12,7.3808
2001/04/20,8.1189,12,7.3037
2001/04/19,8.146,12,7.1807
2001/04/18,8.1096,12,7.1462
2001/04/17,8.0873,12,7.1347
2001/04/12,8.0016,12,7.0942
2001/04/11,8.0454,12,7.1612
2001/04/10,8.0619,12,7.2275
2001/04/09,8.0383,12,7.265
2001/04/06,8.107,12,7.3068
2001/04/05,8.0189,12,7.2379
2001/04/04,8.073,12,7.2237
2001/04/03,8.1024,12,7.1771
2001/04/02,8.048,12,7.0605
2001/03/30,8.0183,12,7.0785
2001/03/29,8.0225,12,7.1031
2001/03/28,8.016,12,7.1415
2001/03/27,7.946,12,7.1116
2001/03/26,7.9488,12,7.1046
2001/03/23,7.978,12,7.0868
2001/03/22,8.0642,12,7.1965
2001/03/20,7.9837,12,7.2165
2001/03/19,7.9729,12,7.1389
2001/03/16,7.8697,12,7.0607
2001/03/15,7.8802,13.5,7.1513
2001/03/14,7.8502,13.5,7.1413
2001/03/13,7.8217,13.5,7.2397
2001/03/12,7.7667,13.5,7.237
2001/03/09,7.6929,13.5,7.1913
2001/03/08,7.917,13.5,7.3668
2001/03/07,7.8759,13.5,7.3466
2001/03/06,7.7848,13.5,7.2134
2001/03/05,7.7411,13.5,7.2008
2001/03/02,7.7408,13.5,7.233
2001/03/01,7.6911,13.5,7.1189
2001/02/28,7.6864,13.5,7.0815
2001/02/27,7.722,13.5,7.0741
2001/02/26,7.8238,13.5,7.1408
2001/02/23,7.8012,13.5,7.0788
2001/02/22,7.8131,13.5,7.1131
2001/02/21,7.7751,13.5,7.0777
2001/02/20,7.7691,13.5,7.1274
2001/02/19,7.7649,13.5,7.1002
2001/02/16,7.8784,13.5,7.1472
2001/02/15,7.8802,13.5,7.2183
2001/02/14,7.9375,13.5,7.2945
2001/02/13,7.8428,13.5,7.2687
2001/02/12,7.8542,13.5,7.3076
2001/02/09,8.0029,13.5,7.3378
2001/02/08,7.9608,13.5,7.3765
2001/02/07,7.7619,13.5,7.2084
2001/02/06,7.7751,13.5,7.2876
2001/02/05,7.7733,13.5,7.3256
2001/02/02,7.7393,13.5,7.2734
2001/02/01,7.754,13.5,7.3198
2001/01/31,7.7915,13.5,7.2531
2001/01/30,7.8976,13.5,7.2524
2001/01/29,7.8687,13.5,7.2747
2001/01/26,7.8815,13.5,7.3211
2001/01/25,7.8927,13.5,7.2794
2001/01/24,7.8499,13.5,7.3389
2001/01/23,7.8555,13.5,7.3943
2001/01/22,7.9158,13.5,7.3957
2001/01/19,7.9139,13.5,7.496
2001/01/18,7.8867,13.5,7.4009
2001/01/17,7.7879,13.5,7.3276
2001/01/16,7.8561,13.5,7.3894
2001/01/15,7.8725,13.5,7.4529
2001/01/12,7.8601,13.5,7.5135
2001/01/11,7.9151,13.5,7.4529
2001/01/10,7.731,13.5,7.2772
2001/01/09,7.6109,13.5,7.1817
2001/01/08,7.5435,13.5,7.195
2001/01/05,7.4822,13.5,7.1455
2001/01/04,7.5355,13.5,7.1098
2001/01/03,7.5148,13.5,7.1564
2001/01/02,7.5709,13.5,7.1431
2000/12/29,7.5683,13.5,7.0355
2000/12/28,7.5792,13.5,7.0509
2000/12/27,7.5335,13.5,7.0318
2000/12/22,7.608,13.5,6.9842
2000/12/21,7.6257,13.5,6.9554
2000/12/20,7.6938,13.5,6.9044
2000/12/19,7.6843,13.5,6.8852
2000/12/18,7.6397,13.5,6.8658
2000/12/15,7.6979,13.5,6.8973
2000/12/14,7.7122,13.5,6.8307
2000/12/13,7.7459,13.5,6.7769
2000/12/12,7.6843,13.5,6.7614
2000/12/11,7.6637,13.5,6.7893
2000/12/08,7.5979,13.5,6.7432
2000/12/07,7.5586,13.5,6.768
2000/12/06,7.6141,13.5,6.724
2000/12/04,7.6315,13.5,6.702
2000/12/01,7.6737,13.5,6.7038
2000/11/30,7.7369,13.5,6.6816
2000/11/29,7.7945,13.5,6.7072
2000/11/28,7.7414,13.5,6.6019
2000/11/27,7.7664,13.5,6.537
2000/11/24,7.8453,13.5,6.5885
2000/11/23,7.7567,13.5,6.5498
2000/11/22,7.8116,13.5,6.6149
2000/11/21,7.745,13.5,6.6019
2000/11/20,7.7408,13.5,6.5766
2000/11/17,7.624,13.5,6.5269
2000/11/16,7.6826,13.5,6.5939
2000/11/15,7.6415,13.5,6.5831
2000/11/14,7.6263,13.5,6.5617
2000/11/13,7.6345,13.5,6.6008
2000/11/10,7.6719,13.5,6.6708
2000/11/09,7.7592,13.5,6.6224
2000/11/08,7.6479,13.5,6.5497
2000/11/07,7.5512,13.5,6.5212
2000/11/06,7.5185,13.5,6.5343
2000/11/03,7.529,13.5,6.4907
2000/11/02,7.5047,13.5,6.4285
2000/11/01,7.5154,13.5,6.4136
2000/10/31,7.5609,13.5,6.3579
2000/10/30,7.6286,13.5,6.4279
2000/10/27,7.6348,13.5,6.3514
2000/10/26,7.6956,13.5,6.3419
2000/10/25,7.6564,13.5,6.3839
2000/10/24,7.5674,13.5,6.3476
2000/10/23,7.6031,13.5,6.395
2000/10/20,7.624,13.5,6.4446
2000/10/19,7.6684,13.5,6.4622
2000/10/18,7.564,13.5,6.4733
2000/10/17,7.5838,13.5,6.4311
2000/10/16,7.4738,13.5,6.3662
2000/10/13,7.5191,13.5,6.504
2000/10/12,7.4272,13.5,6.4394
2000/10/11,7.3446,13.5,6.4346
2000/10/10,7.35,13.5,6.4173
2000/10/09,7.3244,13.5,6.3671
2000/10/06,7.273,13.5,6.3384
2000/10/05,7.22,13.5,6.3139
2000/10/04,7.222,13.5,6.3222
2000/10/03,7.2278,13.5,6.3373
2000/10/02,7.195,13.5,6.3604
2000/09/29,7.2772,13.5,6.4134
2000/09/28,7.2424,13.5,6.4052
2000/09/27,7.1847,13.5,6.3678
2000/09/26,7.2273,13.5,6.3506
2000/09/22,7.3239,13.5,6.3183
2000/09/21,7.3273,13.5,6.2422
2000/09/20,7.287,13.5,6.1721
2000/09/19,7.2974,13.5,6.2247
2000/09/18,7.2301,13.5,6.1868
2000/09/15,7.138,13.5,6.1787
2000/09/14,7.1528,13.5,6.1872
2000/09/13,7.1126,13.5,6.1652
2000/09/12,7.1416,13.5,6.1525
2000/09/11,7.1104,13.5,6.1512
2000/09/08,7.0879,13.5,6.1885
2000/09/07,7.1281,13.5,6.1729
2000/09/06,7.0621,13.5,6.2323
2000/09/05,6.982,13.5,6.2545
2000/09/04,6.9512,13.5,6.2714
2000/09/01,6.9979,13.5,6.2169
2000/08/31,6.9599,13.5,6.2208
2000/08/30,6.9752,13.5,6.1961
2000/08/29,6.9339,13.5,6.2529
2000/08/28,6.9274,13.5,6.2547
2000/08/25,6.9355,13.5,6.2579
2000/08/24,6.9539,13.5,6.2606
2000/08/23,6.9915,13.5,6.2539
2000/08/22,6.9682,13.5,6.2595
2000/08/21,6.9375,13.5,6.2742
2000/08/18,6.8987,13.5,6.3247
2000/08/17,6.9307,13.5,6.3333
2000/08/16,6.9408,13.5,6.3196
2000/08/15,6.9073,13.5,6.2911
2000/08/14,6.8916,13.5,6.2203
2000/08/11,6.9322,13.5,6.3138
2000/08/10,6.975,13.5,6.3019
2000/08/08,6.9752,13.5,6.3105
2000/08/07,6.9527,13.5,6.3047
2000/08/04,6.9986,13.5,6.3296
2000/08/03,6.9903,13.5,6.3633
2000/08/02,7.0045,13.5,6.4308
2000/08/01,6.9536,13.5,6.4356
2000/07/31,6.956,13.5,6.426
2000/07/28,6.9408,13.5,6.4432
2000/07/27,6.9442,13.5,6.5317
2000/07/26,6.9618,13.5,6.5602
2000/07/25,6.9444,13.5,6.509
2000/07/24,6.8987,13.5,6.4434
2000/07/21,6.9001,13.5,6.4516
2000/07/20,6.983,13.5,6.4439
2000/07/19,6.9728,13.5,6.4247
2000/07/18,6.9006,13.5,6.459
2000/07/17,6.8788,13.5,6.4605
2000/07/14,6.8369,13.5,6.4014
2000/07/13,6.8456,13.5,6.4396
2000/07/12,6.805,13.5,6.4587
2000/07/11,6.8094,13.5,6.5023
2000/07/10,6.8472,13.5,6.5131
2000/07/07,6.8418,13.5,6.5038
2000/07/06,6.79,13.5,6.5123
2000/07/05,6.7531,13.5,6.4411
2000/07/04,6.8097,13.5,6.4583
2000/07/03,6.7937,13.5,6.469
2000/06/30,6.8234,13.5,6.5429
2000/06/29,6.8108,13.5,6.4349
2000/06/28,6.7958,13.5,6.4118
2000/06/27,6.8406,13.5,6.4254
2000/06/26,6.8691,13.5,6.3965
2000/06/23,6.9288,13.5,6.4819
2000/06/22,6.9437,13.5,6.5479
2000/06/21,6.9054,13.5,6.5746
2000/06/20,6.8887,13.5,6.5966
2000/06/19,6.8807,13.5,6.6563
2000/06/15,6.9413,13.5,6.6262
2000/06/14,6.9694,13.5,6.7115
2000/06/13,7.0348,13.5,6.7323
2000/06/12,7.0445,13.5,6.7042
2000/06/09,7.0589,13.5,6.7518
2000/06/08,7.0084,13.5,6.7197
2000/06/07,6.9667,13.5,6.679
2000/06/06,6.9204,13.5,6.5723
2000/06/05,6.9324,13.5,6.5435
2000/06/02,6.9423,13.5,6.4973
2000/06/01,6.9854,13.5,6.5244
2000/05/31,6.9849,13.5,6.5051
2000/05/30,7.0751,13.5,6.6336
2000/05/29,7.1063,13.5,6.6011
2000/05/26,7.1273,13.5,6.5286
2000/05/25,7.1523,13.5,6.4578
2000/05/24,7.0937,13.5,6.4255
2000/05/23,7.0636,13.5,6.4343
2000/05/22,7.103,13.5,6.3963
2000/05/19,7.1759,13.5,6.4146
2000/05/18,7.1656,13.5,6.3982
2000/05/17,7.0771,13.5,6.3475
2000/05/16,7.0378,13.5,6.3875
2000/05/15,6.9962,13.5,6.412
2000/05/12,7.0168,13.5,6.3306
2000/05/11,6.9669,13.5,6.3183
2000/05/10,7.0477,13.5,6.405
2000/05/09,6.9859,13.5,6.2755
2000/05/08,6.9365,13.5,6.2533
2000/05/05,7.0004,13.5,6.2513
2000/05/04,6.8416,13.5,6.1082
2000/05/03,6.7893,13.5,6.0995
2000/05/02,6.7463,13.5,6.1546
2000/04/28,6.8231,13.5,6.2029
2000/04/26,6.7249,12.5,6.1997
2000/04/25,6.7376,12.5,6.3105
2000/04/20,6.6394,12.5,6.2324
2000/04/19,6.614,12.5,6.2628
2000/04/18,6.6044,12.5,6.2616
2000/04/17,6.6289,12.5,6.371
2000/04/14,6.5529,12.5,6.2527
2000/04/13,6.5922,12.5,6.3186
2000/04/12,6.5658,12.5,6.2894
2000/04/11,6.5896,12.5,6.3464
2000/04/10,6.5394,12.5,6.2562
2000/04/07,6.5744,12.5,6.3035
2000/04/06,6.5883,12.5,6.3405
2000/04/05,6.5514,12.5,6.3135
2000/04/04,6.5554,12.5,6.2565
2000/04/03,6.5377,12.5,6.2238
2000/03/31,6.5857,12.5,6.3045
2000/03/30,6.5298,12.5,6.2274
2000/03/29,6.5106,12.5,6.23
2000/03/28,6.4817,12.5,6.2678
2000/03/27,6.4687,12.5,6.3109
2000/03/24,6.4819,12.5,6.3017
2000/03/23,6.4599,12.5,6.2067
2000/03/22,6.4885,12.5,6.2354
2000/03/20,6.4918,12.5,6.3178
2000/03/17,6.4387,12.5,6.2398
2000/03/16,6.4658,12.5,6.2654
2000/03/15,6.4616,12.5,6.2568
2000/03/14,6.4265,12.5,6.1913
2000/03/13,6.393,12.5,6.1942
2000/03/10,6.3932,12.5,6.1848
2000/03/09,6.462,12.5,6.2249
2000/03/08,6.499,12.5,6.241
2000/03/07,6.5153,12.5,6.2456
2000/03/06,6.462,12.5,6.2107
2000/03/03,6.4267,12.5,6.2172
2000/03/02,6.3454,12.5,6.2032
2000/03/01,6.3365,12.5,6.1287
2000/02/29,6.3644,12.5,6.1448
2000/02/28,6.3225,12.5,6.086
2000/02/25,6.3341,12.5,6.2575
2000/02/24,6.3293,12.5,6.3249
2000/02/23,6.3117,12.5,6.3414
2000/02/22,6.2895,12.5,6.2688
2000/02/21,6.3321,12.5,6.2542
2000/02/18,6.3225,12.5,6.2485
2000/02/17,6.3557,12.5,6.2724
2000/02/16,6.3615,12.5,6.2381
2000/02/15,6.3644,12.5,6.2415
2000/02/14,6.3406,12.5,6.2695
2000/02/11,6.3269,12.5,6.2409
2000/02/10,6.3631,12.5,6.3154
2000/02/09,6.2755,12.5,6.2284
2000/02/08,6.3225,12.5,6.2081
2000/02/07,6.2445,12.5,6.1284
2000/02/04,6.2305,12.5,6.1894
2000/02/03,6.2668,12.5,6.107
2000/02/02,6.2718,12.5,6.0955
2000/02/01,6.3026,12.5,6.1122
2000/01/31,6.3149,12.5,6.1874
2000/01/28,6.2551,12.5,6.155
2000/01/27,6.1637,12.5,6.1723
2000/01/26,6.1491,12.5,6.162
2000/01/25,6.1603,12.5,6.196
2000/01/24,6.1501,12.5,6.1765
2000/01/21,6.1026,12.5,6.2063
2000/01/20,6.113,12.5,6.1931
2000/01/19,6.1009,12.5,6.1869
2000/01/18,6.0807,12.5,6.164
2000/01/17,6.0744,12.5,6.1412
2000/01/14,6.0705,12.5,6.2126
2000/01/13,6.0637,12.5,6.2426
2000/01/12,6.0977,12.5,6.3167
2000/01/11,6.0883,12.5,6.2606
2000/01/10,6.0593,12.5,6.2217
2000/01/07,6.0672,11.5,6.2498
2000/01/06,6.0825,11.5,6.2857
2000/01/05,6.0881,11.5,6.32
2000/01/04,6.1188,11.5,6.2742
1999/12/30,6.1548,11.5,6.1843
1999/12/29,6.1527,11.5,6.2075
1999/12/28,6.1484,11.5,6.2258
1999/12/24,6.1516,11.5,6.2395
1999/12/23,6.1463,11.5,6.1979
1999/12/22,6.141,11.5,6.2012
1999/12/21,6.1355,11.5,6.2104
1999/12/20,6.1352,11.5,6.1996
1999/12/17,6.1448,11.5,6.2855
1999/12/15,6.132,11.5,6.1602
1999/12/14,6.125,11.5,6.2095
1999/12/13,6.1194,11.5,6.2075
1999/12/10,6.1457,11.5,6.2643
1999/12/09,6.1508,11.5,6.307
1999/12/08,6.155,11.5,6.3236
1999/12/07,6.1489,11.5,6.2879
1999/12/06,6.155,11.5,6.1698
1999/12/03,6.1662,11.5,6.1822
1999/12/02,6.1482,11.5,6.182
1999/12/01,6.1648,11.5,6.2277
1999/11/30,6.1849,11.5,6.2393
1999/11/29,6.1423,11.5,6.2117
1999/11/26,6.1276,11.5,6.2245
1999/11/25,6.134,11.5,6.2512
1999/11/24,6.1321,11.5,6.2836
1999/11/23,6.1357,11.5,6.3345
1999/11/22,6.1416,11.5,6.335
1999/11/19,6.1489,11.5,6.342
1999/11/18,6.1442,11.5,6.4004
1999/11/17,6.147,11.5,6.3597
1999/11/16,6.1468,11.5,6.3534
1999/11/15,6.1228,11.5,6.3224
1999/11/12,6.1346,11.5,6.3671
1999/11/11,6.135,11.5,6.3963
1999/11/10,6.1218,11.5,6.3685
1999/11/09,6.1087,11.5,6.3409
1999/11/08,6.1181,11.5,6.3854
1999/11/05,6.1143,11.5,6.3565
1999/11/04,6.1312,11.5,6.4402
1999/11/03,6.1557,11.5,6.4635
1999/11/02,6.1475,11.5,6.4549
1999/11/01,6.1482,11.5,6.5171
1999/10/29,6.1425,11.5,6.4644
1999/10/28,6.135,11.5,6.4337
1999/10/27,6.1633,11.5,6.5485
1999/10/26,6.1444,11.5,6.5542
1999/10/25,6.1367,11.5,6.5359
1999/10/22,6.135,11.5,6.6319
1999/10/21,6.1237,11.5,6.6007
1999/10/20,6.1275,11.5,6.6115
1999/10/19,6.1406,11.5,6.6417
1999/10/18,6.1557,11.5,6.6944
1999/10/15,6.1293,11.5,6.6522
1999/10/14,6.1106,11.5,6.5946
1999/10/13,6.0716,11.5,6.5386
1999/10/12,6.0772,11.5,6.4831
1999/10/11,6.0551,11.5,6.4323
1999/10/08,6.0533,11.5,6.4722
1999/10/07,6.0624,11.5,6.4953
1999/10/06,5.9934,11.5,6.4333
1999/10/05,5.9898,11.5,6.3995
1999/10/04,6.0078,11.5,6.4656
1999/10/01,6.0042,11.5,6.4623
1999/09/30,6.0223,11.5,6.4342
1999/09/29,5.9791,11.5,6.2912
1999/09/28,6.006,11.5,6.2913
1999/09/27,6.0042,11.5,6.2708
1999/09/23,6.0661,11.5,6.3494
1999/09/22,6.0588,11.5,6.3726
1999/09/21,6.0888,11.5,6.3434
1999/09/20,6.0896,10.5,6.3581
1999/09/17,6.1173,10.5,6.3547
1999/09/16,6.1363,10.5,6.4051
1999/09/15,6.0946,10.5,6.3061
1999/09/14,6.0737,10.5,6.2741
1999/09/13,6.058,10.5,6.2616
1999/09/10,6.0814,10.5,6.3952
1999/09/09,6.0862,10.5,6.4648
1999/09/08,6.0623,10.5,6.4527
1999/09/07,6.0335,10.5,6.3594
1999/09/06,6.0292,10.5,6.3903
1999/09/03,6.035,10.5,6.4647
1999/09/02,6.043,10.5,6.4104
1999/09/01,6.0851,10.5,6.4588
1999/08/31,6.0851,10.5,6.4119
1999/08/30,6.0922,10.5,6.3706
1999/08/27,6.0951,10.5,6.3658
1999/08/26,6.0922,10.5,6.3578
1999/08/25,6.0966,10.5,6.3887
1999/08/24,6.1011,10.5,6.3817
1999/08/23,6.0888,10.5,6.4907
1999/08/20,6.122,10.5,6.5377
1999/08/19,6.1293,10.5,6.4517
1999/08/18,6.1108,10.5,6.4408
1999/08/17,6.0994,10.5,6.4166
1999/08/16,6.1113,10.5,6.467
1999/08/13,6.1106,10.5,6.5212
1999/08/12,6.1406,10.5,6.5312
1999/08/11,6.1595,10.5,6.5962
1999/08/10,6.1805,10.5,6.6304
1999/08/06,6.169,10.5,6.6225
1999/08/05,6.1633,10.5,6.6398
1999/08/04,6.1786,10.5,6.6642
1999/08/03,6.2093,10.5,6.6178
1999/08/02,6.1881,10.5,6.5761
1999/07/30,6.1538,10.5,6.5914
1999/07/29,6.169,10.5,6.5885
1999/07/28,6.1331,10.5,6.5244
1999/07/27,6.1463,10.5,6.5532
1999/07/26,6.1312,10.5,6.4746
1999/07/23,6.1143,10.5,6.4262
1999/07/22,6.0957,10.5,6.3968
1999/07/21,6.1387,10.5,6.4205
1999/07/20,6.1576,10.5,6.3836
1999/07/19,6.1614,10.5,6.2483
1999/07/16,6.1463,10.5,6.2717
1999/07/15,6.1463,10.5,6.284
1999/07/14,6.1444,10.5,6.2538
1999/07/13,6.1595,10.5,6.2365
1999/07/12,6.0938,10.5,6.1962
1999/07/09,6.0901,9.5,6.2022
1999/07/08,6.0496,9.5,6.17
1999/07/07,6.0551,9.5,6.2047
1999/07/06,5.9916,9.5,6.1246
1999/07/05,6.0241,9.5,6.1687
1999/07/02,6.035,9.5,6.1702
1999/07/01,6.006,9.5,6.2156
1999/06/30,6.0332,9.5,6.2371
1999/06/29,6.0588,9.5,6.2739
1999/06/28,6.0624,9.5,6.3219
1999/06/25,6.0551,9.5,6.3379
1999/06/24,6.0332,9.5,6.2468
1999/06/23,5.9988,9.5,6.1908
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
